operation1,operation2,split,train_fold,run,bacc
rotation,random_crop,0,1,45330751,0.8765805959701538
rotation,random_crop,1,0,45330751,0.8326375484466553
rotation,random_crop,1,1,45330751,0.844424843788147
rotation,random_crop,2,0,45330751,0.8513728380203247
rotation,random_crop,2,1,45330751,0.8236547708511353
rotation,random_crop,3,0,45330751,0.815627932548523
rotation,random_crop,3,1,45330751,0.8702709674835205
rotation,random_crop,4,0,45330751,0.8490126132965088
rotation,random_crop,4,1,45330751,0.8139760494232178
rotation,saturation,0,0,45327861,0.871812105178833
rotation,saturation,0,0,45334554,0.8667615652084351
rotation,saturation,0,1,45327861,0.8621982336044312
rotation,saturation,0,1,45334554,0.8621982336044312
rotation,saturation,1,0,45327861,0.8300776481628418
rotation,saturation,1,0,45334554,0.8284251689910889
rotation,saturation,1,1,45327861,0.8548015356063843
rotation,saturation,1,1,45334554,0.8548015356063843
rotation,saturation,2,0,45327861,0.8442783951759338
rotation,saturation,2,0,45334554,0.8442783951759338
rotation,saturation,2,1,45327861,0.8287848234176636
rotation,saturation,2,1,45334554,0.8258432149887085
rotation,saturation,3,0,45327861,0.8139753937721252
rotation,saturation,3,0,45334554,0.8169265985488892
rotation,saturation,3,1,45327861,0.8799881935119629
rotation,saturation,3,1,45334554,0.8815172910690308
rotation,saturation,4,0,45327861,0.8555852174758911
rotation,saturation,4,0,45334554,0.8540631532669067
rotation,saturation,4,1,45327861,0.8003695011138916
rotation,saturation,4,1,45334554,0.8003695011138916
rotation,scaling,0,0,45332912,0.8310086727142334
rotation,scaling,0,1,45332912,0.857494592666626
rotation,scaling,1,0,45332912,0.8414773941040039
rotation,scaling,1,1,45332912,0.8371832370758057
rotation,scaling,2,0,45332912,0.8453537225723267
rotation,scaling,2,1,45332912,0.8342645168304443
rotation,scaling,3,0,45332912,0.8299788236618042
rotation,scaling,3,1,45332912,0.8822704553604126
rotation,scaling,4,0,45332912,0.8462294340133667
rotation,scaling,4,1,45332912,0.8059655427932739
rotation,shear_x,0,0,45327867,0.8288105726242065
rotation,shear_x,0,1,45327867,0.843903660774231
rotation,shear_x,1,0,45327867,0.819124698638916
rotation,shear_x,1,1,45327867,0.8406293392181396
rotation,shear_x,2,0,45327867,0.8266599178314209
rotation,shear_x,2,1,45327867,0.8308184146881104
rotation,shear_x,3,0,45327867,0.8116151690483093
rotation,shear_x,3,1,45327867,0.8766971826553345
rotation,shear_x,4,0,45327867,0.8453774452209473
rotation,shear_x,4,1,45327867,0.807820200920105
rotation,shear_y,0,0,45329073,0.8266974687576294
rotation,shear_y,0,1,45329073,0.8503694534301758
rotation,shear_y,1,0,45329073,0.8180632591247559
rotation,shear_y,1,1,45329073,0.8340086936950684
rotation,shear_y,2,0,45329073,0.8186641931533813
rotation,shear_y,2,1,45329073,0.8079211711883545
rotation,shear_y,3,0,45329073,0.819156289100647
rotation,shear_y,3,1,45329073,0.8706589937210083
rotation,shear_y,4,0,45329073,0.8240684270858765
rotation,shear_y,4,1,45329073,0.8257652521133423
rotation,translate_x,0,0,45332547,0.8488506078720093
rotation,translate_x,0,0,45333840,0.8488506078720093
rotation,translate_x,0,1,45332547,0.8553445339202881
rotation,translate_x,0,1,45333840,0.8553445339202881
rotation,translate_x,1,0,45332547,0.8203305006027222
rotation,translate_x,1,0,45333840,0.8203305006027222
rotation,translate_x,1,1,45332547,0.852768063545227
rotation,translate_x,1,1,45333840,0.8512389659881592
rotation,translate_x,2,0,45332547,0.8287038803100586
rotation,translate_x,2,0,45333840,0.8287038803100586
rotation,translate_x,2,1,45332547,0.8469629287719727
rotation,translate_x,2,1,45333840,0.8469629287719727
rotation,translate_x,3,0,45332547,0.8253988027572632
rotation,translate_x,3,0,45333840,0.8238767385482788
rotation,translate_x,3,1,45332547,0.879949688911438
rotation,translate_x,3,1,45333840,0.8830078840255737
rotation,translate_x,4,0,45332547,0.8505584001541138
rotation,translate_x,4,0,45333840,0.8522109985351562
rotation,translate_x,4,1,45332547,0.7979323863983154
rotation,translate_x,4,1,45333840,0.7979323863983154
rotation,translate_y,0,0,45327391,0.8540394306182861
rotation,translate_y,0,1,45327391,0.8601647615432739
rotation,translate_y,1,0,45327391,0.8475281000137329
rotation,translate_y,1,1,45327391,0.8657379150390625
rotation,translate_y,2,0,45327391,0.8302872180938721
rotation,translate_y,2,1,45327391,0.8434003591537476
rotation,translate_y,3,0,45327391,0.8363142013549805
rotation,translate_y,3,1,45327391,0.8858329057693481
rotation,translate_y,4,0,45327391,0.8517266511917114
rotation,translate_y,4,1,45327391,0.8053061962127686
rotation,vertical_flip,0,0,45327213,0.851019024848938
rotation,vertical_flip,0,1,45327213,0.8563534021377563
rotation,vertical_flip,1,0,45327213,0.8252506256103516
rotation,vertical_flip,1,1,45327213,0.8450843095779419
rotation,vertical_flip,2,0,45327213,0.8325861096382141
rotation,vertical_flip,2,1,45327213,0.811577320098877
rotation,vertical_flip,3,0,45327213,0.8211627006530762
rotation,vertical_flip,3,1,45327213,0.8657222986221313
rotation,vertical_flip,4,0,45327213,0.8402340412139893
rotation,vertical_flip,4,1,45327213,0.8151171207427979
saturation,brightness,0,0,45332037,0.819124698638916
saturation,brightness,0,0,45334580,0.819124698638916
saturation,brightness,0,1,45332037,0.8140757083892822
saturation,brightness,0,1,45334580,0.812663197517395
saturation,brightness,1,0,45332037,0.79056715965271
saturation,brightness,1,0,45334580,0.7920892238616943
saturation,brightness,1,1,45332037,0.8228632211685181
saturation,brightness,1,1,45334580,0.8243921995162964
saturation,brightness,2,0,45332037,0.8103777766227722
saturation,brightness,2,0,45334580,0.8089861273765564
saturation,brightness,2,1,45332037,0.8144408464431763
saturation,brightness,2,1,45334580,0.8144408464431763
saturation,brightness,3,0,45332037,0.7920892238616943
saturation,brightness,3,0,45334580,0.7920892238616943
saturation,brightness,3,1,45332037,0.8470242023468018
saturation,brightness,3,1,45334580,0.8440825939178467
saturation,brightness,4,0,45332037,0.8258278369903564
saturation,brightness,4,0,45334580,0.8273499011993408
saturation,brightness,4,1,45332037,0.8008896112442017
saturation,brightness,4,1,45334580,0.8008896112442017
saturation,contrast,0,0,45332911,0.8092845678329468
saturation,contrast,0,1,45332911,0.8042972087860107
saturation,contrast,1,0,45332911,0.7779438495635986
saturation,contrast,1,1,45332911,0.8211948871612549
saturation,contrast,2,0,45332911,0.7982012033462524
saturation,contrast,2,1,45332911,0.8095823526382446
saturation,contrast,3,0,45332911,0.7873846292495728
saturation,contrast,3,1,45332911,0.8319822549819946
saturation,contrast,4,0,45332911,0.8325307369232178
saturation,contrast,4,1,45332911,0.8092724084854126
saturation,equalize,0,0,45327174,0.7737630605697632
saturation,equalize,0,1,45327174,0.7876554727554321
saturation,equalize,1,0,45327174,0.7924351692199707
saturation,equalize,1,1,45327174,0.7967300415039062
saturation,equalize,2,0,45327174,0.8248215913772583
saturation,equalize,2,1,45327174,0.7919483184814453
saturation,equalize,3,0,45327174,0.808031439781189
saturation,equalize,3,1,45327174,0.820231556892395
saturation,equalize,4,0,45327174,0.8063334226608276
saturation,equalize,4,1,45327174,0.7844351530075073
saturation,gaussian_blur,0,0,45327222,0.7871692180633545
saturation,gaussian_blur,0,1,45327222,0.8107461929321289
saturation,gaussian_blur,1,0,45327222,0.7978849411010742
saturation,gaussian_blur,1,1,45327222,0.819820761680603
saturation,gaussian_blur,2,0,45327222,0.8019530177116394
saturation,gaussian_blur,2,1,45327222,0.7847450971603394
saturation,gaussian_blur,3,0,45327222,0.8094468116760254
saturation,gaussian_blur,3,1,45327222,0.8217606544494629
saturation,gaussian_blur,4,0,45327222,0.8101544380187988
saturation,gaussian_blur,4,1,45327222,0.8074946403503418
saturation,gaussian_noise,0,0,45327825,0.813073992729187
saturation,gaussian_noise,0,1,45327825,0.8366079330444336
saturation,gaussian_noise,1,0,45327825,0.8166024684906006
saturation,gaussian_noise,1,1,45327825,0.8112446069717407
saturation,gaussian_noise,2,0,45327825,0.8255292773246765
saturation,gaussian_noise,2,1,45327825,0.8098381757736206
saturation,gaussian_noise,3,0,45327825,0.8183795213699341
saturation,gaussian_noise,3,1,45327825,0.8640767335891724
saturation,gaussian_noise,4,0,45327825,0.8521556854248047
saturation,gaussian_noise,4,1,45327825,0.8144024610519409
saturation,grid_distortion,0,0,45327105,0.8207160234451294
saturation,grid_distortion,0,1,45327105,0.8374390602111816
saturation,grid_distortion,1,0,45327105,0.8015438318252563
saturation,grid_distortion,1,1,45327105,0.8120205402374268
saturation,grid_distortion,2,0,45327105,0.8007609844207764
saturation,grid_distortion,2,1,45327105,0.7930569648742676
saturation,grid_distortion,3,0,45327105,0.8180257081985474
saturation,grid_distortion,3,1,45327105,0.8387974500656128
saturation,grid_distortion,4,0,45327105,0.8128684163093567
saturation,grid_distortion,4,1,45327105,0.8016270399093628
saturation,horizontal_flip,0,0,45327570,0.8082093000411987
saturation,horizontal_flip,0,1,45327570,0.7935386896133423
saturation,horizontal_flip,1,0,45327570,0.7980390787124634
saturation,horizontal_flip,1,1,45327570,0.8203023672103882
saturation,horizontal_flip,2,0,45327570,0.8030976057052612
saturation,horizontal_flip,2,1,45327570,0.8047080039978027
saturation,horizontal_flip,3,0,45327570,0.7914053201675415
saturation,horizontal_flip,3,1,45327570,0.841389536857605
saturation,horizontal_flip,4,0,45327570,0.8285180330276489
saturation,horizontal_flip,4,1,45327570,0.8023802042007446
saturation,median_blur,0,0,45327568,0.799476146697998
saturation,median_blur,0,1,45327568,0.815178394317627
saturation,median_blur,1,0,45327568,0.7687737941741943
saturation,median_blur,1,1,45327568,0.8204644918441772
saturation,median_blur,2,0,45327568,0.8004684448242188
saturation,median_blur,2,1,45327568,0.7867786288261414
saturation,median_blur,3,0,45327568,0.7808575630187988
saturation,median_blur,3,1,45327568,0.8283812999725342
saturation,median_blur,4,0,45327568,0.835444450378418
saturation,median_blur,4,1,45327568,0.7719541788101196
saturation,random_crop,0,0,45332949,0.8127893209457397
saturation,random_crop,0,1,45332949,0.8261375427246094
saturation,random_crop,1,0,45332949,0.8091917037963867
saturation,random_crop,1,1,45332949,0.8182916641235352
saturation,random_crop,2,0,45332949,0.8131985664367676
saturation,random_crop,2,1,45332949,0.8194940090179443
saturation,random_crop,3,0,45332949,0.8104152679443359
saturation,random_crop,3,1,45332949,0.8478938341140747
saturation,random_crop,4,0,45332949,0.8399415016174316
saturation,random_crop,4,1,45332949,0.8021472692489624
saturation,rotation,0,0,45327929,0.8497579097747803
saturation,rotation,0,1,45327929,0.856835126876831
saturation,rotation,1,0,45327929,0.8252506256103516
saturation,rotation,1,1,45327929,0.85785973072052
saturation,rotation,2,0,45327929,0.8442783951759338
saturation,rotation,2,1,45327929,0.8336050510406494
saturation,rotation,3,0,45327929,0.813267707824707
saturation,rotation,3,1,45327929,0.8830078840255737
saturation,rotation,4,0,45327929,0.8454149961471558
saturation,rotation,4,1,45327929,0.809931755065918
saturation,scaling,0,0,45331979,0.819300651550293
saturation,scaling,0,1,45331979,0.8441210985183716
saturation,scaling,1,0,45331979,0.8032201528549194
saturation,scaling,1,1,45331979,0.8446964025497437
saturation,scaling,2,0,45331979,0.8427939414978027
saturation,scaling,2,1,45331979,0.8275657892227173
saturation,scaling,3,0,45331979,0.8372353315353394
saturation,scaling,3,1,45331979,0.8762322664260864
saturation,scaling,4,0,45331979,0.822522759437561
saturation,scaling,4,1,45331979,0.8250672817230225
saturation,shear_x,0,0,45327385,0.7947558164596558
saturation,shear_x,0,0,45333574,0.7947558164596558
saturation,shear_x,0,1,45327385,0.8198591470718384
saturation,shear_x,0,1,45333574,0.8148840665817261
saturation,shear_x,1,0,45327385,0.7919586896896362
saturation,shear_x,1,0,45333574,0.7906975746154785
saturation,shear_x,1,1,45327385,0.8302754163742065
saturation,shear_x,1,1,45333574,0.8302754163742065
saturation,shear_x,2,0,45327385,0.7960030436515808
saturation,shear_x,2,0,45333574,0.7928284406661987
saturation,shear_x,2,1,45327385,0.8004080057144165
saturation,shear_x,2,1,45333574,0.8018205165863037
saturation,shear_x,3,0,45327385,0.8113542199134827
saturation,shear_x,3,0,45333574,0.8113542199134827
saturation,shear_x,3,1,45327385,0.8616167306900024
saturation,shear_x,3,1,45333574,0.8616167306900024
saturation,shear_x,4,0,45327385,0.8075945377349854
saturation,shear_x,4,0,45333574,0.8075945377349854
saturation,shear_x,4,1,45327385,0.815100371837616
saturation,shear_x,4,1,45333574,0.815100371837616
saturation,shear_y,0,0,45327225,0.844968318939209
saturation,shear_y,0,1,45327225,0.84731125831604
saturation,shear_y,1,0,45327225,0.8153729438781738
saturation,shear_y,1,1,45327225,0.841133713722229
saturation,shear_y,2,0,45327225,0.8549941778182983
saturation,shear_y,2,1,45327225,0.8116937875747681
saturation,shear_y,3,0,45327225,0.8108758926391602
saturation,shear_y,3,1,45327225,0.8659552335739136
saturation,shear_y,4,0,45327225,0.8201625347137451
saturation,shear_y,4,1,45327225,0.7931506633758545
saturation,translate_x,0,0,45327204,0.812435507774353
saturation,translate_x,0,1,45327204,0.8357226848602295
saturation,translate_x,1,0,45327204,0.7976378202438354
saturation,translate_x,1,1,45327204,0.8430123329162598
saturation,translate_x,2,0,45327204,0.8115459680557251
saturation,translate_x,2,1,45327204,0.8002914190292358
saturation,translate_x,3,0,45327204,0.8169187307357788
saturation,translate_x,3,1,45327204,0.8514564037322998
saturation,translate_x,4,0,45327204,0.8430548906326294
saturation,translate_x,4,1,45327204,0.8239647150039673
saturation,translate_y,0,0,45327389,0.8361660242080688
saturation,translate_y,0,1,45327389,0.8266960978507996
saturation,translate_y,1,0,45327389,0.8013896942138672
saturation,translate_y,1,1,45327389,0.8669799566268921
saturation,translate_y,2,0,45327389,0.8274743556976318
saturation,translate_y,2,1,45327389,0.8135712742805481
saturation,translate_y,3,0,45327389,0.8202929496765137
saturation,translate_y,3,1,45327389,0.8522094488143921
saturation,translate_y,4,0,45327389,0.8290715217590332
saturation,translate_y,4,1,45327389,0.809931755065918
saturation,vertical_flip,0,0,45329302,0.7909901142120361
saturation,vertical_flip,0,1,45329302,0.7982194423675537
saturation,vertical_flip,1,0,45329302,0.791466474533081
saturation,vertical_flip,1,1,45329302,0.8240042924880981
saturation,vertical_flip,2,0,45329302,0.7969024777412415
saturation,vertical_flip,2,1,45329302,0.8081313371658325
saturation,vertical_flip,3,0,45329302,0.7844096422195435
saturation,vertical_flip,3,1,45329302,0.8394954204559326
saturation,vertical_flip,4,0,45329302,0.8187017440795898
saturation,vertical_flip,4,1,45329302,0.7997485399246216
scaling,brightness,0,0,45332002,0.8434916734695435
scaling,brightness,0,0,45334512,0.8432682752609253
scaling,brightness,0,1,45332002,0.8419710397720337
scaling,brightness,0,1,45334512,0.8419710397720337
scaling,brightness,1,0,45332002,0.8064401149749756
scaling,brightness,1,0,45334512,0.8096147775650024
scaling,brightness,1,1,45332002,0.8446578979492188
scaling,brightness,1,1,45334512,0.8446578979492188
scaling,brightness,2,0,45332002,0.8387495279312134
scaling,brightness,2,0,45334512,0.8355749845504761
scaling,brightness,2,1,45332002,0.8290406465530396
scaling,brightness,2,1,45334512,0.8290406465530396
scaling,brightness,3,0,45332002,0.829486608505249
scaling,brightness,3,0,45334512,0.8310086727142334
scaling,brightness,3,1,45332002,0.8707754611968994
scaling,brightness,3,1,45334512,0.8702709674835205
scaling,brightness,4,0,45332002,0.8380656242370605
scaling,brightness,4,0,45334512,0.8384194374084473
scaling,brightness,4,1,45332002,0.8069517612457275
scaling,brightness,4,1,45334512,0.8107857704162598
scaling,contrast,0,0,45332707,0.8437526226043701
scaling,contrast,0,0,45334530,0.8422305583953857
scaling,contrast,0,0,45334542,0.8428077697753906
scaling,contrast,0,1,45332707,0.8349623680114746
scaling,contrast,0,1,45334530,0.8381370306015015
scaling,contrast,0,1,45334542,0.8381370306015015
scaling,contrast,1,0,45332707,0.8007670640945435
scaling,contrast,1,0,45334530,0.8012967109680176
scaling,contrast,1,0,45334542,0.7997746467590332
scaling,contrast,1,1,45332707,0.8538321256637573
scaling,contrast,1,1,45334530,0.85065758228302
scaling,contrast,1,1,45334542,0.848857045173645
scaling,contrast,2,0,45332707,0.8389116525650024
scaling,contrast,2,0,45334530,0.8389116525650024
scaling,contrast,2,0,45334542,0.8338611125946045
scaling,contrast,2,1,45332707,0.8323858976364136
scaling,contrast,2,1,45334530,0.8343030214309692
scaling,contrast,2,1,45334542,0.8323858976364136
scaling,contrast,3,0,45332707,0.8357508182525635
scaling,contrast,3,0,45334530,0.8357508182525635
scaling,contrast,3,0,45334542,0.8357508182525635
scaling,contrast,3,1,45332707,0.8697664737701416
scaling,contrast,3,1,45334530,0.8712955713272095
scaling,contrast,3,1,45334542,0.8697664737701416
scaling,contrast,4,0,45332707,0.8451303243637085
scaling,contrast,4,0,45334530,0.8439620733261108
scaling,contrast,4,0,45334542,0.8451303243637085
scaling,contrast,4,1,45332707,0.8220477104187012
scaling,contrast,4,1,45334530,0.8220477104187012
scaling,contrast,4,1,45334542,0.8220477104187012
scaling,equalize,0,0,45327116,0.8272331953048706
scaling,equalize,0,1,45327116,0.8392395973205566
scaling,equalize,1,0,45327116,0.7984068393707275
scaling,equalize,1,1,45327116,0.8517049551010132
scaling,equalize,2,0,45327116,0.8331772089004517
scaling,equalize,2,1,45327116,0.8375940322875977
scaling,equalize,3,0,45327116,0.8320227861404419
scaling,equalize,3,1,45327116,0.8636503219604492
scaling,equalize,4,0,45327116,0.8261439800262451
scaling,equalize,4,1,45327116,0.8252222537994385
scaling,gaussian_blur,0,0,45329011,0.824612021446228
scaling,gaussian_blur,0,1,45329011,0.8321529626846313
scaling,gaussian_blur,1,0,45329011,0.7865543365478516
scaling,gaussian_blur,1,1,45329011,0.841133713722229
scaling,gaussian_blur,2,0,45329011,0.8338611125946045
scaling,gaussian_blur,2,1,45329011,0.8301193714141846
scaling,gaussian_blur,3,0,45329011,0.8126904964447021
scaling,gaussian_blur,3,1,45329011,0.8602979183197021
scaling,gaussian_blur,4,0,45329011,0.8029295206069946
scaling,gaussian_blur,4,1,45329011,0.8359100818634033
scaling,gaussian_noise,0,0,45329091,0.8433849811553955
scaling,gaussian_noise,0,1,45329091,0.8433222770690918
scaling,gaussian_noise,1,0,45329091,0.804457426071167
scaling,gaussian_noise,1,1,45329091,0.8417319059371948
scaling,gaussian_noise,2,0,45329091,0.8440550565719604
scaling,gaussian_noise,2,1,45329091,0.8435156941413879
scaling,gaussian_noise,3,0,45329091,0.8434778451919556
scaling,gaussian_noise,3,1,45329091,0.8793288469314575
scaling,gaussian_noise,4,0,45329091,0.8295183181762695
scaling,gaussian_noise,4,1,45329091,0.8334884643554688
scaling,grid_distortion,0,0,45327393,0.8231829404830933
scaling,grid_distortion,0,1,45327393,0.8432058095932007
scaling,grid_distortion,1,0,45327393,0.818217396736145
scaling,grid_distortion,1,1,45327393,0.8398761749267578
scaling,grid_distortion,2,0,45327393,0.827865719795227
scaling,grid_distortion,2,1,45327393,0.8222411274909973
scaling,grid_distortion,3,0,45327393,0.835606575012207
scaling,grid_distortion,3,1,45327393,0.8697280883789062
scaling,grid_distortion,4,0,45327393,0.8058807253837585
scaling,grid_distortion,4,1,45327393,0.8396275043487549
scaling,horizontal_flip,0,0,45329345,0.8435845375061035
scaling,horizontal_flip,0,1,45329345,0.850082278251648
scaling,horizontal_flip,1,0,45329345,0.820000410079956
scaling,horizontal_flip,1,1,45329345,0.857549786567688
scaling,horizontal_flip,2,0,45329345,0.8496273756027222
scaling,horizontal_flip,2,1,45329345,0.8387351036071777
scaling,horizontal_flip,3,0,45329345,0.8515408039093018
scaling,horizontal_flip,3,1,45329345,0.8729411363601685
scaling,horizontal_flip,4,0,45329345,0.8338611125946045
scaling,horizontal_flip,4,1,45329345,0.8219708204269409
scaling,median_blur,0,0,45329157,0.8319911956787109
scaling,median_blur,0,0,45335362,0.83397376537323
scaling,median_blur,0,1,45329157,0.8484139442443848
scaling,median_blur,0,1,45335362,0.8484139442443848
scaling,median_blur,1,0,45329157,0.8166024684906006
scaling,median_blur,1,0,45335362,0.8150804042816162
scaling,median_blur,1,1,45329157,0.8545852899551392
scaling,median_blur,1,1,45335362,0.8514107465744019
scaling,median_blur,2,0,45329157,0.8361837267875671
scaling,median_blur,2,0,45335362,0.8352764844894409
scaling,median_blur,2,1,45329157,0.8391231298446655
scaling,median_blur,2,1,45335362,0.8422976732254028
scaling,median_blur,3,0,45329157,0.8390341997146606
scaling,median_blur,3,0,45335362,0.8422088623046875
scaling,median_blur,3,1,45329157,0.8780711889266968
scaling,median_blur,3,1,45335362,0.8815953731536865
scaling,median_blur,4,0,45329157,0.8461918830871582
scaling,median_blur,4,0,45335362,0.8461918830871582
scaling,median_blur,4,1,45329157,0.8256330490112305
scaling,median_blur,4,1,45335362,0.8254780769348145
scaling,random_crop,0,0,45327938,0.8548222780227661
scaling,random_crop,0,1,45327938,0.8397824764251709
scaling,random_crop,1,0,45327938,0.8096760511398315
scaling,random_crop,1,1,45327938,0.8438819646835327
scaling,random_crop,2,0,45327938,0.8418865203857422
scaling,random_crop,2,1,45327938,0.8230950832366943
scaling,random_crop,3,0,45327938,0.8288105726242065
scaling,random_crop,3,1,45327938,0.8795232772827148
scaling,random_crop,4,0,45327938,0.83725905418396
scaling,random_crop,4,1,45327938,0.8139760494232178
scaling,rotation,0,0,45330823,0.8489434719085693
scaling,rotation,0,1,45330823,0.8591785430908203
scaling,rotation,1,0,45330823,0.8513175249099731
scaling,rotation,1,1,45330823,0.8417152166366577
scaling,rotation,2,0,45330823,0.8381901383399963
scaling,rotation,2,1,45330823,0.8175770044326782
scaling,rotation,3,0,45330823,0.8453537225723267
scaling,rotation,3,1,45330823,0.8797167539596558
scaling,rotation,4,0,45330823,0.8658167123794556
scaling,rotation,4,1,45330823,0.8152948617935181
scaling,saturation,0,0,45329040,0.8353970050811768
scaling,saturation,0,1,45329040,0.8480873107910156
scaling,saturation,1,0,45329040,0.8037043809890747
scaling,saturation,1,1,45329040,0.8346296548843384
scaling,saturation,2,0,45329040,0.8300639390945435
scaling,saturation,2,1,45329040,0.8243911266326904
scaling,saturation,3,0,45329040,0.8407638072967529
scaling,saturation,3,1,45329040,0.8775283098220825
scaling,saturation,4,0,45329040,0.8243293762207031
scaling,saturation,4,1,45329040,0.8120818138122559
scaling,shear_x,0,0,45330866,0.8205993175506592
scaling,shear_x,0,1,45330866,0.8296377062797546
scaling,shear_x,1,0,45330866,0.796785831451416
scaling,shear_x,1,1,45330866,0.8506960868835449
scaling,shear_x,2,0,45330866,0.8204174637794495
scaling,shear_x,2,1,45330866,0.8241196870803833
scaling,shear_x,3,0,45330866,0.823698878288269
scaling,shear_x,3,1,45330866,0.8680429458618164
scaling,shear_x,4,0,45330866,0.8158512115478516
scaling,shear_x,4,1,45330866,0.8108013868331909
scaling,shear_y,0,0,45327931,0.8302081823348999
scaling,shear_y,0,1,45327931,0.8452008962631226
scaling,shear_y,1,0,45327931,0.8216904401779175
scaling,shear_y,1,1,45327931,0.8459539413452148
scaling,shear_y,2,0,45327931,0.8512799739837646
scaling,shear_y,2,1,45327931,0.8276437520980835
scaling,shear_y,3,0,45327931,0.8299472332000732
scaling,shear_y,3,1,45327931,0.892298698425293
scaling,shear_y,4,0,45327931,0.8183242082595825
scaling,shear_y,4,1,45327931,0.8069901466369629
scaling,translate_x,0,0,45332001,0.8231829404830933
scaling,translate_x,0,1,45332001,0.8450291156768799
scaling,translate_x,1,0,45332001,0.8011445999145508
scaling,translate_x,1,1,45332001,0.855283260345459
scaling,translate_x,2,0,45332001,0.83725905418396
scaling,translate_x,2,1,45332001,0.8178869485855103
scaling,translate_x,3,0,45332001,0.8306865692138672
scaling,translate_x,3,1,45332001,0.8714120388031006
scaling,translate_x,4,0,45332001,0.8293877840042114
scaling,translate_x,4,1,45332001,0.8130835294723511
scaling,translate_y,0,0,45327823,0.8394789695739746
scaling,translate_y,0,1,45327823,0.8474278450012207
scaling,translate_y,1,0,45327823,0.8089308738708496
scaling,translate_y,1,1,45327823,0.8547631502151489
scaling,translate_y,2,0,45327823,0.8330466747283936
scaling,translate_y,2,1,45327823,0.8257652521133423
scaling,translate_y,3,0,45327823,0.8281720876693726
scaling,translate_y,3,1,45327823,0.8824648857116699
scaling,translate_y,4,0,45327823,0.8328471183776855
scaling,translate_y,4,1,45327823,0.820852518081665
scaling,vertical_flip,0,0,45327974,0.8310542106628418
scaling,vertical_flip,0,1,45327974,0.8455888032913208
scaling,vertical_flip,1,0,45327974,0.8118681907653809
scaling,vertical_flip,1,1,45327974,0.8622919321060181
scaling,vertical_flip,2,0,45327974,0.8338848352432251
scaling,vertical_flip,2,1,45327974,0.8329288959503174
scaling,vertical_flip,3,0,45327974,0.8371049165725708
scaling,vertical_flip,3,1,45327974,0.8766814470291138
scaling,vertical_flip,4,0,45327974,0.8339916467666626
scaling,vertical_flip,4,1,45327974,0.817965030670166
shear_x,brightness,0,0,45327092,0.808762788772583
shear_x,brightness,0,1,45327092,0.815184473991394
shear_x,brightness,1,0,45327092,0.7916285991668701
shear_x,brightness,1,1,45327092,0.8452944755554199
shear_x,brightness,2,0,45327092,0.7942200899124146
shear_x,brightness,2,1,45327092,0.804762065410614
shear_x,brightness,3,0,45327092,0.8152049779891968
shear_x,brightness,3,1,45327092,0.8665919303894043
shear_x,brightness,4,0,45327092,0.7994623184204102
shear_x,brightness,4,1,45327092,0.8359713554382324
shear_x,contrast,0,0,45327996,0.8134970664978027
shear_x,contrast,0,0,45334555,0.8103224039077759
shear_x,contrast,0,0,45335392,0.8113601207733154
shear_x,contrast,0,1,45327996,0.8153105974197388
shear_x,contrast,0,1,45334555,0.8153105974197388
shear_x,contrast,0,1,45335392,0.8153105974197388
shear_x,contrast,1,0,45327996,0.7984384298324585
shear_x,contrast,1,0,45334555,0.798568844795227
shear_x,contrast,1,0,45335392,0.7984384298324585
shear_x,contrast,1,1,45327996,0.8404358625411987
shear_x,contrast,1,1,45334555,0.8404358625411987
shear_x,contrast,1,1,45335392,0.8404358625411987
shear_x,contrast,2,0,45327996,0.7924904823303223
shear_x,contrast,2,0,45334555,0.7909683585166931
shear_x,contrast,2,0,45335392,0.7909683585166931
shear_x,contrast,2,1,45327996,0.8097372055053711
shear_x,contrast,2,1,45334555,0.8097372055053711
shear_x,contrast,2,1,45335392,0.806562602519989
shear_x,contrast,3,0,45327996,0.8198403120040894
shear_x,contrast,3,0,45334555,0.8216233253479004
shear_x,contrast,3,0,45335392,0.8216233253479004
shear_x,contrast,3,1,45327996,0.8599711656570435
shear_x,contrast,3,1,45334555,0.8569130897521973
shear_x,contrast,3,1,45335392,0.8569130897521973
shear_x,contrast,4,0,45327996,0.7964557409286499
shear_x,contrast,4,0,45334555,0.7964557409286499
shear_x,contrast,4,0,45335392,0.797847330570221
shear_x,contrast,4,1,45327996,0.8352891206741333
shear_x,contrast,4,1,45334555,0.8349010944366455
shear_x,contrast,4,1,45335392,0.8352891206741333
shear_x,equalize,0,0,45327096,0.8023582696914673
shear_x,equalize,0,1,45327096,0.7912108898162842
shear_x,equalize,1,0,45327096,0.7913814783096313
shear_x,equalize,1,1,45327096,0.845045804977417
shear_x,equalize,2,0,45327096,0.8090177774429321
shear_x,equalize,2,1,45327096,0.8099702596664429
shear_x,equalize,3,0,45327096,0.8142125606536865
shear_x,equalize,3,1,45327096,0.8253616094589233
shear_x,equalize,4,0,45327096,0.7914981245994568
shear_x,equalize,4,1,45327096,0.8256487846374512
shear_x,gaussian_blur,0,0,45327223,0.8087390661239624
shear_x,gaussian_blur,0,1,45327223,0.8179097771644592
shear_x,gaussian_blur,1,0,45327223,0.7942260503768921
shear_x,gaussian_blur,1,1,45327223,0.8342645168304443
shear_x,gaussian_blur,2,0,45327223,0.7925675511360168
shear_x,gaussian_blur,2,1,45327223,0.8095042109489441
