augmentations,ops,split,train_fold,bacc,baseline_bacc,diff
top5,3,0,0,0.5324945449829102,0.4572561979293823,0.07523834705352783
top5,3,0,1,0.5355970859527588,0.44320130348205566,0.09239578247070312
top5,3,1,0,0.5322026610374451,0.46093738079071045,0.07126528024673462
top5,3,1,1,0.537684440612793,0.4517035484313965,0.08598089218139648
top5,3,2,0,0.5519346594810486,0.46584194898605347,0.08609271049499512
top5,3,2,1,0.5267820358276367,0.46259772777557373,0.06418430805206299
top5,3,3,0,0.5263577699661255,0.47595125436782837,0.05040651559829712
top5,3,3,1,0.5331690907478333,0.441262423992157,0.09190666675567627
top5,3,4,0,0.4983869791030884,0.4360010027885437,0.06238597631454468
top5,3,4,1,0.5691229104995728,0.48202264308929443,0.08710026741027832
top5,4,0,0,0.5319586992263794,0.4572561979293823,0.07470250129699707
top5,4,0,1,0.5367828011512756,0.44320130348205566,0.09358149766921997
top5,4,1,0,0.5268306732177734,0.46093738079071045,0.06589329242706299
top5,4,1,1,0.5403316617012024,0.4517035484313965,0.08862811326980591
top5,4,2,0,0.5435209274291992,0.46584194898605347,0.07767897844314575
top5,4,2,1,0.5314513444900513,0.46259772777557373,0.06885361671447754
top5,4,3,0,0.5249756574630737,0.47595125436782837,0.04902440309524536
top5,4,3,1,0.5334173440933228,0.441262423992157,0.09215492010116577
top5,4,4,0,0.501913845539093,0.4360010027885437,0.06591284275054932
top5,4,4,1,0.5847274661064148,0.48202264308929443,0.10270482301712036
top5,5,0,0,0.5317535400390625,0.4572561979293823,0.07449734210968018
top5,5,0,1,0.5491191148757935,0.44320130348205566,0.10591781139373779
top5,5,1,0,0.5239289402961731,0.46093738079071045,0.06299155950546265
top5,5,1,1,0.526870846748352,0.4517035484313965,0.07516729831695557
top5,5,2,0,0.548873782157898,0.46584194898605347,0.08303183317184448
top5,5,2,1,0.5385687351226807,0.46259772777557373,0.07597100734710693
top5,5,3,0,0.517898440361023,0.47595125436782837,0.04194718599319458
top5,5,3,1,0.5060129165649414,0.441262423992157,0.06475049257278442
top5,5,4,0,0.5043584108352661,0.4360010027885437,0.06835740804672241
top5,5,4,1,0.5537892580032349,0.48202264308929443,0.07176661491394043
