operation1,operation2,bacc,bacc_no_aug,transform,bacc_operation1,diff_no_aug,diff_operation1
saturation,shear_x,0.8124926835298538,0.7897118091583252,saturation,0.7910006821155549,0.022780874371528648,0.021492001414298967
saturation,shear_y,0.8305618524551391,0.7897118091583252,saturation,0.7910006821155549,0.040850043296813965,0.039561170339584284
saturation,translate_x,0.8236040472984314,0.7897118091583252,saturation,0.7910006821155549,0.03389223814010622,0.03260336518287654
saturation,translate_y,0.8283783078193665,0.7897118091583252,saturation,0.7910006821155549,0.038666498661041326,0.037377625703811646
saturation,vertical_flip,0.8052069485187531,0.7897118091583252,saturation,0.7910006821155549,0.0154951393604279,0.01420626640319822
scaling,brightness,0.8352121412754059,0.7897118091583252,scaling,0.8314245343208313,0.04550033211708071,0.003787606954574585
scaling,contrast,0.837480620543162,0.7897118091583252,scaling,0.8314245343208313,0.047768811384836796,0.00605608622233067
scaling,elastic_transform,0.796393620967865,0.7897118091583252,scaling,0.8314245343208313,0.0066818118095398615,-0.035030913352966264
scaling,equalize,0.8334395170211792,0.7897118091583252,scaling,0.8314245343208313,0.04372770786285407,0.002014982700347945
scaling,gaussian_blur,0.8260261535644531,0.7897118091583252,scaling,0.8314245343208313,0.03631434440612791,-0.005398380756378218
scaling,gaussian_noise,0.8406280815601349,0.7897118091583252,scaling,0.8314245343208313,0.05091627240180974,0.009203547239303611
scaling,grid_distortion,0.8325432062149047,0.7897118091583252,scaling,0.8314245343208313,0.04283139705657957,0.001118671894073442
scaling,horizontal_flip,0.8439893364906311,0.7897118091583252,scaling,0.8314245343208313,0.05427752733230595,0.012564802169799827
scaling,median_blur,0.8418878644704819,0.7897118091583252,scaling,0.8314245343208313,0.052176055312156744,0.010463330149650618
scaling,random_crop,0.8372713327407837,0.7897118091583252,scaling,0.8314245343208313,0.04755952358245852,0.005846798419952393
scaling,rotation,0.8463103950023652,0.7897118091583252,scaling,0.8314245343208313,0.056598585844039984,0.014885860681533858
scaling,saturation,0.8330976724624634,0.7897118091583252,scaling,0.8314245343208313,0.043385863304138184,0.0016731381416320579
scaling,shear_x,0.8260650515556336,0.7897118091583252,scaling,0.8314245343208313,0.036353242397308416,-0.0053594827651977095
scaling,shear_y,0.8369537472724915,0.7897118091583252,scaling,0.8314245343208313,0.047241938114166326,0.005529212951660201
scaling,translate_x,0.8324355840682983,0.7897118091583252,scaling,0.8314245343208313,0.042723774909973145,0.0010110497474670188
scaling,translate_y,0.8373749375343322,0.7897118091583252,scaling,0.8314245343208313,0.04766312837600706,0.005950403213500932
scaling,vertical_flip,0.8383359909057617,0.7897118091583252,scaling,0.8314245343208313,0.048624181747436546,0.00691145658493042
shear_x,brightness,0.817708307504654,0.7897118091583252,shear_x,0.8146952688694,0.02799649834632878,0.0030130386352539285
shear_x,contrast,0.8177150448163351,0.7897118091583252,shear_x,0.8146952688694,0.028003235658009884,0.0030197759469350327
shear_x,elastic_transform,0.7827694773674011,0.7897118091583252,shear_x,0.8146952688694,-0.006942331790924072,-0.031925791501998924
