augmentations,ops,split,train_fold,bacc,baseline_bacc,diff
photometric,5,4,1,0.7848557233810425,0.749057412147522,0.03579831123352051
top10,1,0,0,0.7711951732635498,0.7265173196792603,0.04467785358428955
top10,1,0,1,0.7966704368591309,0.731102705001831,0.0655677318572998
top10,1,1,0,0.7883228063583374,0.7391587495803833,0.0491640567779541
top10,1,1,1,0.7945288419723511,0.738571047782898,0.055957794189453125
top10,1,2,0,0.8078497648239136,0.7275251150131226,0.08032464981079102
top10,1,2,1,0.7978850603103638,0.7346861362457275,0.06319892406463623
top10,1,3,0,0.7915787696838379,0.7262378334999084,0.06534093618392944
top10,1,3,1,0.8153479099273682,0.7382703423500061,0.07707756757736206
top10,1,4,0,0.7862745523452759,0.7214546203613281,0.06481993198394775
top10,1,4,1,0.8046213388442993,0.749057412147522,0.055563926696777344
top10,2,0,0,0.7653595209121704,0.7265173196792603,0.038842201232910156
top10,2,0,1,0.8054447174072266,0.731102705001831,0.07434201240539551
top10,2,1,0,0.7900630831718445,0.7391587495803833,0.05090433359146118
top10,2,1,1,0.8164386749267578,0.738571047782898,0.07786762714385986
top10,2,2,0,0.8135073781013489,0.7275251150131226,0.08598226308822632
top10,2,2,1,0.7889678478240967,0.7346861362457275,0.05428171157836914
top10,2,3,0,0.7980722188949585,0.7262378334999084,0.07183438539505005
top10,2,3,1,0.8148711919784546,0.7382703423500061,0.07660084962844849
top10,2,4,0,0.795113205909729,0.7214546203613281,0.07365858554840088
top10,2,4,1,0.8081675171852112,0.749057412147522,0.05911010503768921
top10,3,0,0,0.781232476234436,0.7265173196792603,0.05471515655517578
top10,3,0,1,0.8094907999038696,0.731102705001831,0.07838809490203857
top10,3,1,0,0.7970873117446899,0.7391587495803833,0.05792856216430664
top10,3,1,1,0.8232616186141968,0.738571047782898,0.08469057083129883
top10,3,2,0,0.8127545714378357,0.7275251150131226,0.08522945642471313
top10,3,2,1,0.7840750217437744,0.7346861362457275,0.049388885498046875
top10,3,3,0,0.7996346950531006,0.7262378334999084,0.07339686155319214
top10,3,3,1,0.8133587837219238,0.7382703423500061,0.07508844137191772
top10,3,4,0,0.806908369064331,0.7214546203613281,0.08545374870300293
top10,3,4,1,0.8142894506454468,0.749057412147522,0.0652320384979248
top10,4,0,0,0.7680672407150269,0.7265173196792603,0.0415499210357666
top10,4,0,1,0.8060410022735596,0.731102705001831,0.07493829727172852
top10,4,1,0,0.8007781505584717,0.7391587495803833,0.06161940097808838
top10,4,1,1,0.8231074810028076,0.738571047782898,0.08453643321990967
top10,4,2,0,0.8176185488700867,0.7275251150131226,0.09009343385696411
top10,4,2,1,0.7953063249588013,0.7346861362457275,0.06062018871307373
top10,4,3,0,0.8012580871582031,0.7262378334999084,0.07502025365829468
top10,4,3,1,0.8092154264450073,0.7382703423500061,0.07094508409500122
top10,4,4,0,0.8019227981567383,0.7214546203613281,0.08046817779541016
top10,4,4,1,0.8098286390304565,0.749057412147522,0.06077122688293457
top10,5,0,0,0.7819327712059021,0.7265173196792603,0.055415451526641846
top10,5,0,1,0.8046610355377197,0.731102705001831,0.07355833053588867
top10,5,1,0,0.7952576279640198,0.7391587495803833,0.056098878383636475
top10,5,1,1,0.8170218467712402,0.738571047782898,0.07845079898834229
top10,5,2,0,0.8151354789733887,0.7275251150131226,0.08761036396026611
top10,5,2,1,0.7891426086425781,0.7346861362457275,0.054456472396850586
top10,5,3,0,0.8016741275787354,0.7262378334999084,0.0754362940788269
top10,5,3,1,0.8002204895019531,0.7382703423500061,0.06195014715194702
top10,5,4,0,0.7964736223220825,0.7214546203613281,0.0750190019607544
top10,5,4,1,0.8097726702690125,0.749057412147522,0.06071525812149048
top5,1,0,0,0.7704482078552246,0.7265173196792603,0.043930888175964355
top5,1,0,1,0.80156010389328,0.731102705001831,0.07045739889144897
top5,1,1,0,0.7888432741165161,0.7391587495803833,0.04968452453613281
top5,1,1,1,0.7975292801856995,0.738571047782898,0.058958232402801514
top5,1,2,0,0.7895549535751343,0.7275251150131226,0.06202983856201172
top5,1,2,1,0.7893861532211304,0.7346861362457275,0.05470001697540283
top5,1,3,0,0.795789361000061,0.7262378334999084,0.06955152750015259
top5,1,3,1,0.8075458407402039,0.7382703423500061,0.06927549839019775
top5,1,4,0,0.7860845327377319,0.7214546203613281,0.06462991237640381
top5,1,4,1,0.8038187026977539,0.749057412147522,0.054761290550231934
top5,2,0,0,0.772549033164978,0.7265173196792603,0.04603171348571777
top5,2,0,1,0.8150705099105835,0.731102705001831,0.08396780490875244
top5,2,1,0,0.7916404008865356,0.7391587495803833,0.052481651306152344
top5,2,1,1,0.8104044198989868,0.738571047782898,0.07183337211608887
top5,2,2,0,0.7966365814208984,0.7275251150131226,0.06911146640777588
top5,2,2,1,0.7920337915420532,0.7346861362457275,0.057347655296325684
top5,2,3,0,0.7994521260261536,0.7262378334999084,0.07321429252624512
top5,2,3,1,0.8124001026153564,0.7382703423500061,0.07412976026535034
top5,2,4,0,0.8026371598243713,0.7214546203613281,0.08118253946304321
top5,2,4,1,0.8062824010848999,0.749057412147522,0.05722498893737793
top5,3,0,0,0.7710083723068237,0.7265173196792603,0.04449105262756348
top5,3,0,1,0.8088346719741821,0.731102705001831,0.07773196697235107
top5,3,1,0,0.7862986326217651,0.7391587495803833,0.047139883041381836
top5,3,1,1,0.8095130324363708,0.738571047782898,0.0709419846534729
top5,3,2,0,0.8030061721801758,0.7275251150131226,0.07548105716705322
top5,3,2,1,0.7866697311401367,0.7346861362457275,0.05198359489440918
top5,3,3,0,0.7918221950531006,0.7262378334999084,0.06558436155319214
top5,3,3,1,0.809614896774292,0.7382703423500061,0.07134455442428589
top5,3,4,0,0.7965800762176514,0.7214546203613281,0.07512545585632324
top5,3,4,1,0.7951024770736694,0.749057412147522,0.04604506492614746
top5,4,0,0,0.7633520364761353,0.7265173196792603,0.036834716796875
top5,4,0,1,0.8098995685577393,0.731102705001831,0.0787968635559082
top5,4,1,0,0.7955099940299988,0.7391587495803833,0.05635124444961548
top5,4,1,1,0.8149127960205078,0.738571047782898,0.07634174823760986
top5,4,2,0,0.8064258098602295,0.7275251150131226,0.07890069484710693
top5,4,2,1,0.7846839427947998,0.7346861362457275,0.049997806549072266
top5,4,3,0,0.7802252769470215,0.7262378334999084,0.05398744344711304
top5,4,3,1,0.7906637191772461,0.7382703423500061,0.05239337682723999
top5,4,4,0,0.795386791229248,0.7214546203613281,0.07393217086791992
top5,4,4,1,0.7833252549171448,0.749057412147522,0.0342678427696228
top5,5,0,0,0.7463585138320923,0.7265173196792603,0.01984119415283203
top5,5,0,1,0.8006488084793091,0.731102705001831,0.06954610347747803
top5,5,1,0,0.767428994178772,0.7391587495803833,0.028270244598388672
top5,5,1,1,0.7979402542114258,0.738571047782898,0.05936920642852783
top5,5,2,0,0.7838156223297119,0.7275251150131226,0.056290507316589355
top5,5,2,1,0.7619249224662781,0.7346861362457275,0.027238786220550537
top5,5,3,0,0.7713778018951416,0.7262378334999084,0.045139968395233154
top5,5,3,1,0.785804033279419,0.7382703423500061,0.04753369092941284
top5,5,4,0,0.7956604361534119,0.7214546203613281,0.07420581579208374
top5,5,4,1,0.7882899641990662,0.749057412147522,0.03923255205154419
